CAPITAL COST 2021 PRICES [million USD],Q_engineering[#],high_grade_heat[MWt],major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma
0.9651067767587508,0.1388802401150346,0.3331537551303508,0.4116963334560132,0.6545618774378971,0.391978211456634,0.1148703818141414
0.0562186615393357,0.3483719852124175,0.2046690833254097,0.6723901961376805,0.1920348062031001,0.2212689328081544,0.2888372550814772
0.3998693870439876,0.10277462645375,0.8350164612284722,0.0384064050206565,0.1339047767058624,0.608255930867247,0.5750739936782032
0.0758403257819364,0.2057038392313824,0.3184077839151034,0.0858687846734912,0.8544077956274443,0.819255219130879,0.8369682425585702
0.5261846999752098,0.5939276800420382,0.0335433933650873,0.5018664950289609,0.1497754687904346,0.8350427000786975,0.6435680582414001
0.7383965032954479,0.5606288004652381,0.047401393021529,0.7243272174087898,0.6726618146350012,0.4730747994647254,0.9772358796309504
0.7888763941349857,0.7567813865860812,0.1203523006860813,0.6261455769887879,0.6752118170968872,0.0948598227665666,0.6596975096412703
0.0008095546753429,0.5322556825039713,0.0077172597234221,0.9016169746649167,0.1373080971479015,0.2799400007761706,0.2779228312026673
0.4297181947444921,0.5888244991165663,0.1305666899080617,0.6998711425070291,0.0433820871184814,0.6702262477078339,0.2024227780487696
0.7512204080224194,0.5188737656716665,0.8768800560838393,0.8309552820105266,0.3960332896212972,0.7422296702310517,0.0808516930032184
0.0579464989003896,0.4168481739064715,0.8047144775262243,0.3177000792938577,0.8223852071350302,0.3124829667657256,0.6729631167422447
0.8928415994812242,0.963610694603272,0.9540088746748134,0.7056486519178293,0.2224928970095843,0.0196950835241132,0.7611793070047318
0.2359411286075992,0.0471467007967096,0.7154771109389061,0.8239488888306288,0.5166041145192231,0.2674218555948722,0.0714976334129623
0.370776834712699,0.0403413260831685,0.4456841604798897,0.077199496690328,0.2379688212577673,0.2282710119164568,0.5465062031286277
0.0816336391891452,0.9351218520563732,0.6633592604599846,0.3201445732658508,0.7978627389742268,0.7031060271074979,0.2686131162502131
0.4265077219835603,0.8516954329998946,0.5888960160075845,0.9857552221321976,0.6478072858497704,0.5960769622404343,0.6119279621365858
0.4541900528204488,0.7440633499211732,0.2541664472475915,0.3884936895117589,0.1443444278564358,0.7901135659819676,0.936256961029524
0.2741318734342368,0.8153105554897556,0.6283246805042444,0.526362048918277,0.7221248772597864,0.6041802382082502,0.786024552714591
0.6836026107684023,0.8860612569271914,0.6357593178252675,0.0786798213601892,0.2556692816794572,0.1622748577199593,0.0945843942296452
0.4661491260014017,0.8542867132910663,0.0329470825475224,0.1067704150240993,0.5500623197433182,0.6129487031321782,0.0392724216333415
0.6296791438658617,0.9675334897750246,0.2668832200988571,0.6769023468159343,0.3452962083634849,0.8569403831598686,0.2596079201406811
0.446141492557948,0.3651119569402743,0.2277299281578759,0.6375228635337333,0.0985343895691855,0.262373307027713,0.2881433097776282
0.0277372958793278,0.9608092724469018,0.310260100084708,0.4756760071947524,0.0427754660860422,0.3388126980522953,0.3109027035947126
0.1925616925915324,0.9971380205148572,0.9001281974013872,0.9282577307312057,0.7879440766727323,0.94834401532794,0.1352841782105612
0.5742203527340208,0.4920387097337249,0.1854331664814154,0.0814358394324634,0.2238571612364226,0.2656379328478796,0.2666729404569634
0.472329169520282,0.8548956769264835,0.406064981214053,0.4611789111418232,0.4895876560562965,0.8153247192914066,0.7214168984162399
0.2566613802825011,0.6607292072805987,0.4572472750076503,0.246386536378107,0.2061012912877577,0.3093151464761533,0.9061827666052756
0.7229808698405695,0.4555813732135991,0.3243332705522389,0.6186063979999533,0.4660093708263815,0.5083764428680464,0.7248767524944981
0.8108639180214794,0.250182812720691,0.9788170165413772,0.9348238719675946,0.4698977288579202,0.2731854006475186,0.7935530247061731
0.4376843345946357,0.0472419369568208,0.7014214463084596,0.773397509064977,0.0874595769453282,0.415679995873,0.3723230624811128
0.7108816251245081,0.8065630994098498,0.8849510066921241,0.7488310855701772,0.0485835100805791,0.6228830069117857,0.6897269349525718
0.8207313982328728,0.9955849808877398,0.7322610971715943,0.1301007277817645,0.3755204779763442,0.3158426332158957,0.0828832059552363
0.6739689679202859,0.7679789518653654,0.7809700711013742,0.9829009902531772,0.2285374401575546,0.9255072029154612,0.909184988723752
0.2291574159987479,0.2078391353069588,0.5204050623563855,0.8633039069890931,0.4715295802516813,0.5763346161362919,0.4343083505718379
0.6493571831499904,0.6059347588280598,0.00117693558908,0.9449004019393196,0.3931930134825838,0.9188752486602976,0.3290874540827573
0.8630433930398324,0.5724513886465349,0.4236847697229449,0.787325909288927,0.7249174787056306,0.4258475317822023,0.1725586622874411
0.0559559532386363,0.4177757982162449,0.7621362105739162,0.4422558250731818,0.4434631877381163,0.1815689102408398,0.831084318482551
0.9401483905628006,0.3955794388462413,0.4543119644360276,0.7861253556785481,0.4465992793484588,0.1392711162992385,0.7416071312900837
0.8752892026324174,0.3257563812278663,0.6329433985956066,0.8122672347458121,0.5517247123005145,0.1747684340573232,0.0060035592112849
0.6331430588113378,0.8443604539272002,0.8203234931922948,0.3666531164268938,0.8861387186760097,0.7039221988996959,0.1195967600061974
0.6893009260472238,0.923222555135977,0.2273183978676618,0.0858024308277957,0.337877143979708,0.1236429174108273,0.777005062300561
0.3164373074397388,0.9776516750300722,0.3774127358195956,0.5792063911114381,0.7566460586983947,0.9427194215880408,0.5310836013543079
0.5291649939063797,0.9917114530519006,0.4854682026388254,0.3183119824903335,0.3963300021097498,0.2155281218592444,0.504411244738195
0.813925445712485,0.5930599104601036,0.4522399782008389,0.1665168663201581,0.3928722877235823,0.93414186174266,0.0097823665671099
0.5305087169909496,0.6814921641864272,0.793529638957103,0.1464820040638422,0.5124356145779791,0.4286880802764676,0.8817744295579367
0.0452601170034583,0.2243864699605233,0.7959068844965621,0.3074890910229487,0.9493383992522408,0.9593094818306904,0.9873183912473028
0.2383432740922048,0.5705328335855198,0.7242332339968895,0.231386605227456,0.4977225380580709,0.6557060704676805,0.8537188651373455
0.2933208437335884,0.0302574502138859,0.8090831469782235,0.7119151757998644,0.6078624273169541,0.6899030017589823,0.4033026031892887
0.7140072034474572,0.1327254842082594,0.9012626600061115,0.7854501091247054,0.1534309564343265,0.3418463104113051,0.1882075067398513
0.3702164587754214,0.7902446361239539,0.7670039692230635,0.8407308403961042,0.2997767348371806,0.5881702911336986,0.2315778549222888
0.8966830146624714,0.1787080777525438,0.0417522737319567,0.2995197507537612,0.0142446843546099,0.4934466720322052,0.4336806878402374
0.5280246185537236,0.4583291467224242,0.4693999748601734,0.3411369503917433,0.6949246135952066,0.0186222854585123,0.3647625306148344
0.5617632429103699,0.7606197951891599,0.8680153853650322,0.0362024840785364,0.0025041367821281,0.082899485152255,0.0441395491542019
0.310075544033163,0.6035307454660858,0.067973347550847,0.1028271273766342,0.667967536722734,0.2134573899963179,0.4230665632315342
0.48600639850993,0.0844222661727668,0.7500809113104487,0.4762359707829388,0.2333000035332686,0.2279582515257198,0.1068365772649305
0.8153253956980338,0.2386470544416034,0.9138425532520208,0.2992934053090397,0.6721387762857881,0.7316753699089208,0.2740725024094248
0.2681050909129655,0.6142065182749805,0.819454921294376,0.016985138367378,0.859620171383161,0.9303984822595436,0.7694190722927107
0.2860569953637659,0.6999366784973442,0.5459851052025306,0.2963699495996602,0.9081777191011388,0.8230834785746174,0.8854635188311645
0.1740607699535521,0.5419530627026459,0.2333287891517553,0.9117548255543064,0.9209062627842032,0.2252540573182389,0.8449049633352164
0.1006527799508844,0.0984770087895201,0.6617643160959991,0.1130293734271846,0.8860651593706511,0.5870853235724238,0.9443100098716912
0.9172226474147688,0.4730989967451678,0.0031232181172907,0.6962567542757033,0.6894362828385608,0.3415273200826095,0.8263867937336887
0.9082948014350438,0.0473339503136441,0.800778306458649,0.2533922135742339,0.5063964177680429,0.7766684726134195,0.3634573970217934
0.0184103174801605,0.1322610433229513,0.5799188549834196,0.3078484195723965,0.0607179651504027,0.4620254078539778,0.5646594489957885
0.7128879171437187,0.9685818779494996,0.1541698214503283,0.0627872672107002,0.3717191490683984,0.8648785868044107,0.5456175667206417
0.6850078491442053,0.0314118846064124,0.6983788168054328,0.4451405397865858,0.4494858381361225,0.833073128750043,0.6302868999720714
0.1300512796341545,0.7601082600099898,0.7097406492205522,0.431479942191931,0.3136966146769859,0.6884605284773472,0.6558988529603292
0.8275280416777108,0.5348946703897272,0.9168350011346168,0.9163284304430974,0.1828986048907928,0.1344602192704854,0.696545444780875
0.1956129532297705,0.2174351748614159,0.6190476181228372,0.329271116367161,0.6466247603790016,0.4689098830044249,0.892497719916778
0.7200706945748361,0.6672227690972763,0.8814532994134732,0.987514859791852,0.328566625205974,0.4984635896444961,0.0861518991967538
0.4225771795341397,0.5893539024971587,0.1438570736967862,0.2445490192417355,0.8058324670816328,0.5217398405647279,0.5646991759808958
0.808496655637009,0.3649266629397066,0.6824904858150957,0.0867334727345106,0.8179257375926081,0.0741842045628236,0.3536502493029632
0.9646714988115608,0.6934487294639798,0.964324378505254,0.0255383866743977,0.0126421817000569,0.5792743873556682,0.5237095059121231
0.2668988363206924,0.8855384146353757,0.6437457413791344,0.1933421883803024,0.4636694758164102,0.6642496820450321,0.3301920317893487
0.7907977357735589,0.1876875091587069,0.0860728423037233,0.2314370100697068,0.488496356705639,0.0326369169462937,0.4915635033020057
0.9605133288308182,0.8796690804892342,0.9064209558350976,0.7438366178980638,0.7545461598243449,0.0902613301380819,0.6262887235700434
0.5654497223722288,0.3923740493144203,0.4802538525072529,0.8925523694960648,0.4155837382551919,0.1154894803254045,0.2740970467448483
0.2382037207048748,0.6793217445019486,0.8077199265722071,0.8168073662747763,0.7934467332014594,0.7880437207687704,0.0592685118460898
0.7370853434383875,0.7714822114020075,0.5211910626299929,0.3572450790954826,0.4639919581429256,0.7651285504490556,0.6393960784830747
0.0900411613566432,0.6504758929729684,0.7215002027369459,0.8905565740776042,0.5172326089993469,0.6857834749067047,0.6890246222699998
0.6350930438460349,0.5680511770165158,0.1382186848870003,0.2298187818312548,0.664261769496963,0.5799961317992169,0.5586327149640508
0.6409104179677374,0.5703116897764404,0.3028403774979373,0.7373653566054273,0.681939130711705,0.0615083360493434,0.8480100073681683
0.5928167856984223,0.738153680546872,0.4249839246666554,0.4622631685258592,0.5226521454281406,0.7254848868967699,0.4307017834335327
0.7277630025909662,0.1603072109152665,0.4310806241740575,0.8744404312929973,0.4796645425333127,0.6171147285773817,0.7910210710213845
0.7072452721107864,0.0960658008858543,0.149985777352018,0.362012490270707,0.5067543209222954,0.9248819124436632,0.6242685529693353
0.9225440818622528,0.4323596469250595,0.6886650519018749,0.096338877980141,0.2829192260476655,0.0260245448390765,0.2572153111805141
0.8773482748486655,0.6867964144717559,0.250286856299253,0.4649023068428439,0.5998738966578272,0.9736090546441972,0.1109989191664306
0.0665162823760597,0.2232743774451626,0.7877094681078661,0.762129169712867,0.996701777148169,0.8346206958632111,0.1960520384445527
0.7757183762633746,0.6115843947200281,0.1292156791847636,0.3984831993470972,0.1983978944722464,0.2902584593240104,0.6287396050186749
0.4634490947659623,0.0824766545511304,0.8146733479980549,0.6386464721099849,0.6585986547092858,0.5797027459997299,0.2487702138098165
0.5010542424828149,0.6463802968740947,0.533770345500103,0.3488758732741831,0.4448378128021684,0.8983152369804229,0.2065325967535968
0.2217187893921777,0.6426814947648829,0.0921034237813309,0.129742681063219,0.821653772224835,0.6734263442894184,0.0020584318203008
0.7548047169817667,0.5443302702694991,0.8721455059641594,0.6075685093557803,0.2037582936805337,0.4406193279263284,0.8981144656518691
0.9622345072984048,0.9674521969959188,0.87468983085711,0.377377639212042,0.527482491268968,0.6940787998914678,0.4142823669681268
0.1013689636890752,0.3856257590935188,0.901129698150646,0.9409906555542824,0.2763139871578002,0.8127131081305611,0.7803181628632145
0.2466222903621183,0.9787785087515162,0.8045862129737377,0.2323169802361336,0.2968938977970669,0.8398392032264935,0.7666523012613113
0.9238119742608856,0.0759865461385106,0.7049677213806069,0.978894855796339,0.7850068092464579,0.3169748950781907,0.4375836254280812
0.6091708380257314,0.4757679064472854,0.0115397361903998,0.04535830691705,0.3972997410355351,0.3573052911953978,0.7789075270673326
0.9256977358384488,0.9373719103462014,0.1157250946987326,0.3176842261862354,0.8304855847482746,0.4563526236738375,0.1432552231667508
0.257577422713259,0.730847651644598,0.6603918714921609,0.5696420364470257,0.5431406933417299,0.5013382815540469,0.8314060321716509
0.7476708952340835,0.4751700885348855,0.0585447476542925,0.9035470328622732,0.6484163960667663,0.7398053732642319,0.0469611271307717
0.5699417367748308,0.3319912496835071,0.3174859296472228,0.017776527663096,0.4396841735530695,0.4372117840736409,0.5918193901599773
0.300228337617982,0.7597967677087232,0.3768116334501018,0.6483693396528417,0.094030188020637,0.0232237767767043,0.2782614706554845
0.9969945413359336,0.1302359855475909,0.0133793461789373,0.232206078832303,0.8547711570926982,0.2291086993075777,0.1063135162424053
0.0918918698000987,0.903866803451184,0.1379201770989204,0.7374917103410489,0.1208103110489368,0.5620528490958765,0.9679712542261732
0.7401406838152518,0.3796429267269702,0.5335863478425232,0.8586279087801295,0.0809763606872909,0.563218936882916,0.8888753985923724
0.1843480486528641,0.5537997265614132,0.6600625233368947,0.9082731241506672,0.9515553164419344,0.7732326030241293,0.2343802824625989
0.2011898664618198,0.6499181180974598,0.6560907974696027,0.0074675702387121,0.7064460353199867,0.4562718001704119,0.6431014588136993
0.2226951524562728,0.3831875876483641,0.5652385737418204,0.2438837964323447,0.293713782789232,0.2509176325219929,0.7880814408354414
0.200092033856634,0.7219603167168739,0.725556576588205,0.595197265195314,0.1476376609720119,0.4566500083698391,0.4572191930767497
0.77504617885026,0.166638090470741,0.7528696496386053,0.2606955131868663,0.3907137569390781,0.3048895934322946,0.2171584956638991
0.2531968129149549,0.7313478419694542,0.2500136704239695,0.9326751212296768,0.4477785368083391,0.8959732853313375,0.7534169427982722
0.3084587096776338,0.9302034603766776,0.2264202927951177,0.2561487079215976,0.7921942833240255,0.157333397615509,0.4453717614396887
0.103699405776421,0.1473765214604078,0.0707161137416316,0.2601538754543471,0.5707428678700277,0.5833702684139329,0.9171795083845103
0.1728642374759059,0.5212761985663129,0.6270168594317662,0.9772622706918448,0.5330579584031142,0.0179002328106888,0.6112308303727194
0.1329246564004488,0.689925103352313,0.457526097185145,0.6306213160744477,0.4541738614091652,0.677001621768176,0.9876352811750704
0.5911065848161529,0.5800767960622757,0.3120786211919863,0.0215381566045373,0.6729976249184811,0.0591295346739232,0.259342246447688
0.4522287627095038,0.3345890691632408,0.68647683603802,0.6042239988348184,0.9761974844133378,0.5634553232814917,0.6732432110353288
0.2344686306767578,0.5943007312522827,0.8908872027890159,0.9271812423848612,0.6347795281906784,0.8060968166780049,0.9549380109740808
0.3105422087583537,0.1412633722428266,0.2326455024673885,0.5578709992443747,0.7055488410318616,0.0798679118470734,0.7948257992008877
0.6885612241234998,0.8317341274926745,0.0674603950665039,0.7990537481037684,0.4899451737284054,0.6334797113505789,0.8000191143508434
0.3086508577158036,0.6205333064373703,0.417438893631523,0.2310837056093366,0.0272625724155711,0.2664816686111397,0.6973901182532354
0.8785800974122361,0.9158628213040788,0.9985756434902796,0.6635586301533736,0.7998558960394312,0.93560163992776,0.6798618164016038
0.1519348347866917,0.9289698968158916,0.8987116837346447,0.6591592388082571,0.0588393263907141,0.1971476849967922,0.1492572327117145
0.7396219678130496,0.4836707638637286,0.5200254346022799,0.7029946694818195,0.5865594624725274,0.3438449643464235,0.7356917886756785
0.603366139612053,0.7469438186294861,0.0071371999832461,0.9804809878338772,0.6326300184016828,0.8174554604500431,0.8840171054144064
0.5589319671345415,0.8252407384337219,0.6491305106010097,0.0572831412844666,0.9399254808944169,0.3077864153266314,0.8090377203201714
0.3642320454912913,0.5983871710885134,0.0425894659913096,0.451079971972233,0.3193356176147018,0.5539089705837231,0.1985114980578338
0.8642689067019281,0.293340786272852,0.6594597531306101,0.7925926731727477,0.3712885251392486,0.8985802300868765,0.8613771340987195
0.3700889550128422,0.2427298151385317,0.030871271581416,0.533171051775995,0.3445673599766971,0.4740326548601991,0.3091668050578166
0.2679870139231296,0.6010842483548742,0.8027336739438393,0.725834040258235,0.3771170738347682,0.5311558546122781,0.9487540385119348
0.8939288574003981,0.5012079256881733,0.2268587667947929,0.680984898748828,0.9211375551544998,0.5162549519485489,0.1350963808656828
0.7632250714973736,0.3792898665765758,0.1793328835338252,0.4987454792997927,0.2320521519515445,0.6702170472880774,0.1746804449069176
0.6588032925420017,0.6964244387523013,0.7937716527772201,0.1573171441083379,0.3378720138312924,0.0620674102270479,0.5316997213324808
0.563849978902334,0.4277471550295922,0.4296734807174051,0.0475635494085109,0.6199386849172969,0.1016573345402003,0.8871878226308695
0.7091190159632085,0.9770502981014352,0.9991320634516232,0.4051279451752327,0.7535644883625204,0.9662003967871636,0.662866611186708
0.4403624402271296,0.5749460601845737,0.1211847745262969,0.5173725070100326,0.3093567113575338,0.2547272944506872,0.9840786328060112
0.2110743901976921,0.8847996179891953,0.631514568954519,0.6100128597350927,0.2296547053888505,0.7922548244844042,0.7547147960832542
0.8920920848463781,0.0694591207826288,0.9746559560399248,0.0437479084222272,0.7568291272888207,0.8841736451675181,0.5010825396369973
0.1328703535066987,0.1471618143576565,0.8197416661662962,0.5420152151645842,0.3868449300218646,0.2023567691449027,0.0352365878994254
0.0741047008275334,0.7915434475222498,0.0114838632436836,0.4820551460895168,0.9892485635649076,0.2112696292161431,0.2825208942200328
0.9101553698419612,0.588498009384421,0.4529295666067573,0.938569759906664,0.0162561268905332,0.9905223272135684,0.1509269754493859
0.2774756696786814,0.1032497266042331,0.6838216234853713,0.01019064394385,0.5436010824323976,0.0486927806372422,0.2736878435160608
0.8827369137546791,0.9052494888339851,0.5705650314410848,0.2507709754919144,0.8210323703014676,0.119154266426364,0.837885859470422
0.4735721405977354,0.1230791355269699,0.7641581308423132,0.5352248608973394,0.9850965119343732,0.8435562702788838,0.5575956125061294
0.3783103335100521,0.8048189418675237,0.3506600438790082,0.4523562363914497,0.8608914405981132,0.9715483745503004,0.0107969715479717
0.0141900328727829,0.9792575163669588,0.3700610713935937,0.219684465409229,0.049586708978315,0.1804702754791026,0.6468471362681705
0.3969257278580457,0.9408373639994736,0.1818916830411002,0.2716193348778802,0.5694080816060269,0.9886668231426056,0.4760636203603348
0.6646501084255909,0.7548524500900502,0.1441824645636454,0.8554454022472191,0.5445702844008699,0.4827432651371606,0.2678357298257445
0.340782087073232,0.0041715167655742,0.3805051328727974,0.6553053134794852,0.1685479080282319,0.8621104036277588,0.3662194553479364
0.6806480080015033,0.6976389860275355,0.0883270926164457,0.2701397238567942,0.7219658808724829,0.7536103496675314,0.4338118666956508
0.4277008869638153,0.3906999754638982,0.5110686914459568,0.1650445838114143,0.3556793926623196,0.4675326102763765,0.8724293943880475
0.2434139252715578,0.0123716013407771,0.5465636386644623,0.8171959373539072,0.502105060677404,0.1069551210458309,0.8888926527211715
0.0273559339246113,0.4938877892376568,0.3263988347943805,0.6064576732747304,0.9933979758095972,0.3143088963685361,0.2073605183492822
0.4720578574579951,0.4274519669874912,0.886307846409759,0.4263273282771118,0.6736877635203395,0.9936745236318828,0.2242869067771846
0.6245135624241838,0.1924106323831715,0.526997475738658,0.7524479261227351,0.0051545506470587,0.9009340947709196,0.7022123256568236
0.0153082511823147,0.7863760240032374,0.6656283826877107,0.9748766462601768,0.0749564744329298,0.4355074826952969,0.8784068956411941
0.6924708797135593,0.1748098772193606,0.5344216488909022,0.7179960619039396,0.7229250569218306,0.2768206341057747,0.490014627678932
0.2654474724938953,0.3287278724293333,0.4306465981391708,0.4871515609217848,0.7744859992015888,0.5879106218461664,0.7013883530929295
0.5659044985077613,0.819644407540874,0.8450606161591122,0.4315106612258598,0.0148884000116674,0.6127922408329697,0.6794033713674211
0.0667744321400922,0.8496720366779276,0.8547164106033291,0.6118727264111578,0.6466116993294528,0.3947237557999273,0.0964075988730852
0.2386152441725936,0.7701610590864445,0.3532742077387389,0.1675873531869638,0.6930633585225403,0.8521860425778572,0.5622309795300405
0.1396763415557376,0.4833041399575374,0.6602451837309514,0.0174578011355063,0.1545468567835344,0.1647338460725805,0.613012382767938
0.0776616438621466,0.7102648641817118,0.1648472315610725,0.7831328396127298,0.4558257635802416,0.6599905879941612,0.0234696486900406
0.2398068937670123,0.544915774943092,0.2410473585293531,0.3058655285640449,0.8111269031261186,0.1249257269842804,0.3929699583530371
0.2206593311679124,0.4432303687721063,0.9042464689930882,0.3741295672676299,0.4597714790838676,0.1692633721562381,0.5977742948269331
0.8684230087619085,0.5411587409877684,0.0553355850173991,0.4799291453139656,0.2675058701960515,0.2950507864286332,0.6308130338750696
0.5270717951994864,0.2801833914001969,0.5374657193301714,0.408052012122061,0.0536573372063141,0.7730941103270583,0.8781473913415426
0.1725154733016609,0.4539760135498705,0.9318190072008988,0.883849122935934,0.4442975989592029,0.8644517538221179,0.556515534672856
0.3038126444673116,0.9747057814522592,0.1789165336983135,0.566146624889381,0.6767869194934072,0.1558830669298341,0.5784766840697051
0.9712729847588392,0.4304179492831315,0.5650456151923675,0.7055923046664685,0.4984163523549115,0.9708649417348262,0.2668259236824235
0.6804042645908095,0.3579306660331361,0.8696727161477551,0.0169078046450162,0.848898801160006,0.6874172568274491,0.2892454196399587
0.1111795859335065,0.8714100582587213,0.4570102773187555,0.1798328055088988,0.9274401721407975,0.0482164377781638,0.4616059601047076
0.1903645652915064,0.5200326161454636,0.3934165231820643,0.802747156661915,0.5062035502942109,0.9849663994045048,0.5370904949595084
0.2250614373625635,0.0628130207050519,0.2753324634933909,0.7880908721000339,0.3896629291290719,0.3884670097587271,0.4047463553811661
0.7972202824103931,0.7671240129425868,0.6196348066000689,0.2170121003689776,0.693765577444229,0.8931927122696908,0.8008781974912841
0.9270648660214904,0.4440521800483885,0.6793088722384093,0.4696675987165181,0.6602909107573007,0.0608395550360808,0.7260360226850292
0.8265103719581797,0.8905875436389503,0.0097114083984722,0.38807694294297,0.2311166294871127,0.4512075967681863,0.4416927769409579
0.0620275836143184,0.2016171880214259,0.3841317862958278,0.5812544424547623,0.4011090802427293,0.1906208158728936,0.5176392345198998
0.9137144766006214,0.4352409350440636,0.7303709035847399,0.6479577611554346,0.5539559483548347,0.8880203558609775,0.4058291911872854
