Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3
0.15095472953939648,0.5915117046532579,0.9979113715435839,0.88557140314527,0.9913964007017477,0.9114954066961988,0.7280696512109718,0.1522025400511885
0.8404384412782192,0.28412306050379543,0.2253677966422003,0.656646601212337,0.6877105140007131,0.017517878234494466,0.5331681843615336,0.6237140548578404
0.6279148076157846,0.8164767984104314,0.6559272959845451,0.027313827429793935,0.09586412529767152,0.3299592054801108,0.4191295998375263,0.4239197909438783
0.7746292836427529,0.4583710348548886,0.026022099531586074,0.3051736129633217,0.6117580960893002,0.42885674342595526,0.2993911830471133,0.5568033528230397
0.5613512327440889,0.14662306926126079,0.8924003831969873,0.9720688797442762,0.6347172699850596,0.31883591841640835,0.784275511897269,0.9972149479396559
0.12970338899164902,0.6959593441933253,0.9661755340933268,0.45237687587719255,0.9748422549203273,0.342677012481749,0.3682179590909672,0.2663387938273428
0.3613583124602837,0.3301893862853059,0.07026120616193854,0.3163367631754094,0.15435655658614822,0.5495470115335875,0.7574656109073479,0.03965768594297503
0.4553959690967466,0.050286131582402804,0.38855208779993844,0.38725844304048873,0.5928877111464067,0.9830799805024093,0.6025947453214492,0.7299774565520794
0.8539566423589183,0.47089476111722683,0.029100143484978247,0.8554730011679794,0.9637200767876727,0.2859518328512275,0.28315847956414253,0.5302493638938881
0.9856958216231634,0.48093219077298377,0.40907809325495514,0.5826190296522659,0.9928348470920187,0.21819965517999507,0.6650627053103325,0.8093027954209515
0.7324172295415353,0.5807194650029147,0.15518337696805196,0.31882666818476657,0.9025945816906639,0.8248539236920079,0.01740440401506127,0.03612151369040972
0.44564788567238434,0.6398142689083182,0.15930948289220015,0.47289656812022907,0.5822610866272201,0.5285312057211441,0.4277210942432431,0.3051823860195336
0.36938426310127526,0.899071133875971,0.8357612974433676,0.23104084571518624,0.7573913067206176,0.5245156592788598,0.13558930764761257,0.9338834409580308
0.04782023368825594,0.4677691352933704,0.527162214878084,0.9062464058469957,0.42759901934839906,0.07586125778440977,0.13710985768183015,0.28710186172949026
0.7131774160914405,0.7075342630617144,0.47122702130782523,0.05761413349805433,0.3908828022654879,0.39848178491577835,0.44302125126526737,0.12295466497169649
0.7744121082583242,0.797215161923709,0.8652912689594338,0.9259603429999592,0.08057780528731517,0.9371041006417695,0.14209825076051508,0.6889580939071845
0.7645388184943419,0.9139032771076822,0.8144844878295119,0.1738636059844324,0.40348176860823803,0.21835034369941464,0.921710888331074,0.35231333797798103
0.2873596347317069,0.12503808213140932,0.4927768461988694,0.18248230658556241,0.1068005727382817,0.6051628618595032,0.7934569699066906,0.9922759871168599
0.6701931393563885,0.9733455619300654,0.1657619883920053,0.983380882350685,0.3210381974552543,0.5392869398443996,0.7926049993828554,0.051935467222860465
0.5500868278891182,0.5792243140692969,0.9355109907957316,0.5377737033569644,0.9019304187513542,0.24954988215929497,0.42285540137079447,0.5894037663282997
0.3354058627435229,0.48896249559083416,0.9312709923596153,0.3432564485543774,0.8887915221179545,0.20332718255831905,0.1286624798617222,0.41472596818622476
0.8998787776598939,0.18920663221552025,0.6775043014539978,0.363667021722614,0.20723368055569635,0.5391421918686357,0.121798585755313,0.8654363933742165
0.2024775954391672,0.12270944745698087,0.4037701754780637,0.7579457132409293,0.7989137098170093,0.7303069009215614,0.9777510984450457,0.08361042398510432
0.19873338100497862,0.8613257506817545,0.13154559140728295,0.6979253112952929,0.16831839334277765,0.8441953137507089,0.1795002232042906,0.7240986994314067
0.607672202294739,0.6378901136869896,0.3577749566265336,0.9675882589188559,0.27500927772568096,0.5519401964714626,0.48057703369361804,0.9894817269262711
0.3637801465607282,0.3314238244685289,0.32867750184372135,0.5129076869769995,0.05778007035304322,0.5383937238716591,0.22463348723889565,0.9278762464910172
0.08565900786136638,0.8881685648655361,0.7153567268991887,0.23464576469079368,0.7482413922357902,0.4715929047556382,0.7248330936395169,0.7001772435590009
0.16463737302126613,0.3150121383050535,0.3900003294132144,0.8692293556759081,0.16101091019704072,0.28856977154691044,0.4990610129814512,0.3071648237345983
0.9586578393467644,0.2638829343875264,0.30176048881167594,0.6010524205152501,0.6117520055629347,0.02510321089137968,0.7238836788632119,0.450116728735799
0.6659811020151376,0.5998317391338429,0.4139829038986662,0.5041499965343557,0.36771569822127903,0.24576562105599598,0.05057506492306907,0.37610886370809926
0.9651067767587509,0.13888024011503464,0.33315375513035084,0.4116963334560132,0.6545618774378971,0.39197821145663403,0.11487038181414144,0.7399150063868005
0.056218661539335746,0.3483719852124175,0.20466908332540978,0.6723901961376805,0.1920348062031001,0.2212689328081544,0.2888372550814772,0.9510591092756067
0.39986938704398767,0.10277462645375002,0.8350164612284722,0.03840640502065651,0.13390477670586243,0.608255930867247,0.5750739936782032,0.007221462155870495
0.07584032578193645,0.20570383923138247,0.3184077839151034,0.08586878467349124,0.8544077956274443,0.819255219130879,0.8369682425585702,0.6676303518664355
0.5261846999752098,0.5939276800420382,0.03354339336508738,0.5018664950289609,0.14977546879043468,0.8350427000786975,0.6435680582414001,0.2904799458249969
0.7383965032954479,0.5606288004652381,0.047401393021529015,0.7243272174087898,0.6726618146350012,0.4730747994647254,0.9772358796309505,0.12790249774418994
0.7888763941349857,0.7567813865860812,0.12035230068608138,0.6261455769887879,0.6752118170968872,0.09485982276656668,0.6596975096412703,0.21040697238826545
0.0008095546753429383,0.5322556825039713,0.007717259723422187,0.9016169746649167,0.1373080971479015,0.27994000077617065,0.27792283120266736,0.03270737504782373
0.42971819474449213,0.5888244991165663,0.13056668990806175,0.6998711425070291,0.04338208711848146,0.6702262477078339,0.20242277804876962,0.4974015622729896
0.7512204080224194,0.5188737656716665,0.8768800560838393,0.8309552820105266,0.39603328962129725,0.7422296702310517,0.08085169300321848,0.32168465731299867
0.05794649890038961,0.41684817390647155,0.8047144775262243,0.3177000792938577,0.8223852071350302,0.3124829667657256,0.6729631167422447,0.23410046953350838
0.8928415994812242,0.9636106946032721,0.9540088746748134,0.7056486519178293,0.2224928970095843,0.0196950835241132,0.7611793070047318,0.6317614847874801
0.2359411286075992,0.047146700796709684,0.7154771109389061,0.8239488888306288,0.5166041145192231,0.2674218555948722,0.07149763341296234,0.9050250166462763
0.37077683471269907,0.04034132608316854,0.4456841604798897,0.077199496690328,0.2379688212577673,0.22827101191645682,0.5465062031286277,0.36538801354077477
0.08163363918914524,0.9351218520563731,0.6633592604599846,0.3201445732658508,0.7978627389742268,0.7031060271074979,0.2686131162502131,0.6988605691609728
0.42650772198356035,0.8516954329998946,0.5888960160075845,0.9857552221321975,0.6478072858497704,0.5960769622404343,0.6119279621365858,0.9574273108110829
0.4541900528204488,0.7440633499211732,0.2541664472475915,0.3884936895117589,0.14434442785643586,0.7901135659819676,0.936256961029524,0.8955693598500063
0.27413187343423684,0.8153105554897556,0.6283246805042444,0.526362048918277,0.7221248772597864,0.6041802382082502,0.786024552714591,0.4441499393423939
0.6836026107684023,0.8860612569271914,0.6357593178252675,0.07867982136018925,0.25566928167945724,0.1622748577199593,0.09458439422964526,0.5484612232617403
0.4661491260014017,0.8542867132910663,0.03294708254752243,0.10677041502409934,0.5500623197433182,0.6129487031321782,0.03927242163334155,0.3337644487495517
0.6296791438658617,0.9675334897750246,0.2668832200988571,0.6769023468159343,0.34529620836348496,0.8569403831598686,0.2596079201406811,0.08420407856115819
0.446141492557948,0.3651119569402743,0.22772992815787596,0.6375228635337333,0.09853438956918559,0.262373307027713,0.28814330977762825,0.6294021055941094
0.027737295879327828,0.9608092724469018,0.31026010008470806,0.47567600719475245,0.04277546608604221,0.3388126980522953,0.3109027035947126,0.030748757199740462
0.19256169259153244,0.9971380205148571,0.9001281974013872,0.9282577307312055,0.7879440766727323,0.94834401532794,0.13528417821056127,0.49429239553299675
0.5742203527340208,0.4920387097337249,0.1854331664814154,0.08143583943246346,0.22385716123642263,0.2656379328478796,0.26667294045696344,0.6384526780229339
0.47232916952028203,0.8548956769264835,0.406064981214053,0.4611789111418232,0.4895876560562965,0.8153247192914066,0.7214168984162399,0.44491742685783564
0.2566613802825011,0.6607292072805987,0.4572472750076503,0.24638653637810704,0.20610129128775778,0.3093151464761533,0.9061827666052755,0.8067980521146918
0.7229808698405695,0.45558137321359915,0.32433327055223893,0.6186063979999533,0.4660093708263815,0.5083764428680464,0.7248767524944981,0.4303593066106368
0.8108639180214794,0.250182812720691,0.9788170165413772,0.9348238719675946,0.46989772885792025,0.2731854006475186,0.7935530247061731,0.4234676670206604
0.43768433459463574,0.047241936956820885,0.7014214463084596,0.773397509064977,0.08745957694532824,0.415679995873,0.3723230624811128,0.10845468964366256
0.7108816251245081,0.8065630994098498,0.8849510066921241,0.7488310855701772,0.04858351008057915,0.6228830069117857,0.6897269349525718,0.44022563061049813
0.8207313982328728,0.9955849808877398,0.7322610971715943,0.1301007277817645,0.37552047797634425,0.3158426332158957,0.08288320595523635,0.6062027276466448
0.6739689679202859,0.7679789518653654,0.7809700711013742,0.9829009902531773,0.22853744015755462,0.9255072029154611,0.9091849887237521,0.06687314570175773
0.22915741599874795,0.20783913530695886,0.5204050623563855,0.8633039069890931,0.47152958025168135,0.5763346161362919,0.4343083505718379,0.5786410800122118
0.6493571831499904,0.6059347588280598,0.0011769355890800526,0.9449004019393197,0.39319301348258384,0.9188752486602977,0.3290874540827573,0.12446258317193559
0.8630433930398324,0.5724513886465349,0.4236847697229449,0.787325909288927,0.7249174787056306,0.42584753178220236,0.1725586622874411,0.53955765096193
0.055955953238636336,0.4177757982162449,0.7621362105739162,0.44225582507318184,0.4434631877381163,0.18156891024083988,0.831084318482551,0.4159711577842289
0.9401483905628006,0.39557943884624136,0.4543119644360276,0.7861253556785481,0.4465992793484588,0.1392711162992385,0.7416071312900837,0.26122897766802056
0.8752892026324174,0.3257563812278663,0.6329433985956066,0.8122672347458121,0.5517247123005145,0.17476843405732323,0.006003559211284926,0.4240443920041117
0.6331430588113378,0.8443604539272002,0.8203234931922948,0.3666531164268938,0.8861387186760097,0.7039221988996959,0.11959676000619746,0.5270855485596092
0.6893009260472238,0.923222555135977,0.22731839786766184,0.0858024308277957,0.33787714397970803,0.12364291741082734,0.777005062300561,0.22419136943575835
0.31643730743973886,0.9776516750300722,0.37741273581959567,0.5792063911114381,0.7566460586983947,0.9427194215880408,0.5310836013543079,0.7846359326761803
0.5291649939063797,0.9917114530519006,0.4854682026388254,0.31831198249033354,0.3963300021097498,0.21552812185924441,0.504411244738195,0.1378075558067272
0.813925445712485,0.5930599104601036,0.45223997820083894,0.16651686632015816,0.3928722877235823,0.93414186174266,0.009782366567109957,0.5128989710766838
0.5305087169909496,0.6814921641864272,0.793529638957103,0.14648200406384226,0.5124356145779791,0.42868808027646765,0.8817744295579367,0.6052085275936671
0.04526011700345833,0.22438646996052336,0.7959068844965621,0.30748909102294875,0.9493383992522407,0.9593094818306903,0.9873183912473028,0.1304692627171904
0.2383432740922048,0.5705328335855198,0.7242332339968895,0.23138660522745602,0.4977225380580709,0.6557060704676805,0.8537188651373455,0.0065084209890010625
0.29332084373358847,0.030257450213885928,0.8090831469782235,0.7119151757998644,0.6078624273169541,0.6899030017589823,0.4033026031892887,0.412765637150464
0.7140072034474572,0.13272548420825947,0.9012626600061115,0.7854501091247054,0.15343095643432658,0.3418463104113051,0.18820750673985132,0.9625056836107537
0.3702164587754214,0.7902446361239539,0.7670039692230635,0.8407308403961042,0.2997767348371806,0.5881702911336986,0.23157785492228888,0.19791975124125805
0.8966830146624714,0.17870807775254383,0.04175227373195678,0.29951975075376125,0.014244684354609904,0.49344667203220527,0.4336806878402374,0.4817501571457514
0.5280246185537236,0.4583291467224242,0.4693999748601734,0.3411369503917433,0.6949246135952066,0.0186222854585123,0.36476253061483443,0.9975000181388342
0.5617632429103699,0.7606197951891599,0.8680153853650322,0.036202484078536434,0.00250413678212813,0.08289948515225509,0.04413954915420193,0.6028654724522995
0.31007554403316306,0.6035307454660858,0.06797334755084705,0.10282712737663424,0.667967536722734,0.21345738999631791,0.42306656323153424,0.9321906337024222
0.48600639850993,0.08442226617276682,0.7500809113104487,0.4762359707829388,0.23330000353326863,0.2279582515257198,0.10683657726493057,0.3222562520933635
0.8153253956980338,0.2386470544416034,0.9138425532520207,0.2992934053090397,0.6721387762857881,0.7316753699089208,0.2740725024094248,0.44870387951358837
0.2681050909129655,0.6142065182749805,0.819454921294376,0.016985138367378028,0.859620171383161,0.9303984822595437,0.7694190722927107,0.8337493694489111
0.28605699536376594,0.6999366784973442,0.5459851052025306,0.29636994959966023,0.9081777191011388,0.8230834785746174,0.8854635188311645,0.9308776500402558
0.17406076995355213,0.5419530627026459,0.23332878915175537,0.9117548255543065,0.9209062627842032,0.2252540573182389,0.8449049633352164,0.19829627108008274
0.1006527799508844,0.09847700878952015,0.6617643160959991,0.11302937342718467,0.8860651593706511,0.5870853235724238,0.9443100098716913,0.3312632919525895
0.9172226474147687,0.47309899674516787,0.0031232181172907714,0.6962567542757033,0.6894362828385608,0.34152732008260955,0.8263867937336887,0.2667130063916847
0.9082948014350438,0.04733395031364418,0.800778306458649,0.2533922135742339,0.5063964177680429,0.7766684726134195,0.36345739702179347,0.5361327613255154
0.018410317480160532,0.1322610433229513,0.5799188549834196,0.3078484195723965,0.06071796515040273,0.46202540785397783,0.5646594489957885,0.33194101770060713
0.7128879171437187,0.9685818779494995,0.15416982145032831,0.06278726721070027,0.3717191490683984,0.8648785868044107,0.5456175667206417,0.20033783943173578
0.6850078491442053,0.03141188460641242,0.6983788168054328,0.44514053978658585,0.44948583813612253,0.833073128750043,0.6302868999720714,0.15127289218173834
0.13005127963415453,0.7601082600099898,0.7097406492205522,0.431479942191931,0.31369661467698595,0.6884605284773472,0.6558988529603292,0.3916510312699665
0.8275280416777108,0.5348946703897272,0.9168350011346168,0.9163284304430974,0.1828986048907928,0.13446021927048546,0.696545444780875,0.8162682492840971
0.19561295322977057,0.21743517486141595,0.6190476181228372,0.329271116367161,0.6466247603790016,0.46890988300442493,0.892497719916778,0.24470561311337646
0.7200706945748361,0.6672227690972763,0.8814532994134732,0.987514859791852,0.328566625205974,0.4984635896444961,0.08615189919675381,0.6162958738733315
0.42257717953413976,0.5893539024971587,0.14385707369678624,0.24454901924173555,0.8058324670816328,0.5217398405647279,0.5646991759808958,0.31746369198096736
0.808496655637009,0.36492666293970666,0.6824904858150957,0.0867334727345106,0.8179257375926081,0.0741842045628236,0.3536502493029632,0.06715879211961728
0.9646714988115607,0.6934487294639798,0.9643243785052541,0.025538386674397784,0.012642181700056931,0.5792743873556682,0.5237095059121231,0.24323730633256024
0.26689883632069245,0.8855384146353757,0.6437457413791344,0.19334218838030248,0.46366947581641027,0.6642496820450321,0.33019203178934875,0.25064894483669764
0.7907977357735589,0.1876875091587069,0.08607284230372336,0.23143701006970685,0.48849635670563907,0.03263691694629378,0.4915635033020057,0.9274108834909883
0.9605133288308182,0.8796690804892342,0.9064209558350977,0.7438366178980638,0.7545461598243449,0.09026133013808191,0.6262887235700434,0.24020056768794928
0.5654497223722288,0.3923740493144203,0.48025385250725294,0.8925523694960648,0.4155837382551919,0.11548948032540451,0.27409704674484836,0.7689791367577227
0.23820372070487483,0.6793217445019486,0.8077199265722071,0.8168073662747763,0.7934467332014594,0.7880437207687704,0.05926851184608983,0.6521085369655152
0.7370853434383875,0.7714822114020075,0.5211910626299929,0.35724507909548264,0.4639919581429256,0.7651285504490556,0.6393960784830747,0.12898467358170818
0.0900411613566432,0.6504758929729684,0.7215002027369459,0.8905565740776042,0.5172326089993469,0.6857834749067047,0.6890246222699998,0.646033290070205
0.6350930438460349,0.5680511770165158,0.1382186848870003,0.22981878183125481,0.664261769496963,0.5799961317992169,0.5586327149640508,0.5102302972446945
0.6409104179677374,0.5703116897764404,0.30284037749793735,0.7373653566054273,0.681939130711705,0.06150833604934347,0.8480100073681683,0.5710511492743438
0.5928167856984223,0.738153680546872,0.42498392466665547,0.46226316852585925,0.5226521454281406,0.7254848868967699,0.4307017834335327,0.25871509497037715
0.7277630025909662,0.16030721091526656,0.43108062417405757,0.8744404312929973,0.4796645425333127,0.6171147285773817,0.7910210710213845,0.8702046010393026
0.7072452721107864,0.09606580088585437,0.149985777352018,0.36201249027070703,0.5067543209222954,0.9248819124436631,0.6242685529693353,0.16146170991129616
0.9225440818622528,0.43235964692505957,0.6886650519018749,0.09633887798014107,0.2829192260476655,0.02602454483907657,0.2572153111805141,0.00035345739856640357
0.8773482748486655,0.6867964144717559,0.25028685629925307,0.46490230684284395,0.5998738966578272,0.9736090546441973,0.11099891916643068,0.46352240889996
0.06651628237605978,0.22327437744516265,0.7877094681078661,0.762129169712867,0.996701777148169,0.8346206958632111,0.19605203844455277,0.40320876091069324
0.7757183762633746,0.6115843947200281,0.12921567918476362,0.3984831993470972,0.19839789447224643,0.2902584593240104,0.6287396050186749,0.8701507132488716
0.4634490947659623,0.0824766545511304,0.8146733479980549,0.6386464721099849,0.6585986547092858,0.5797027459997299,0.24877021380981656,0.7996776835468113
0.5010542424828149,0.6463802968740947,0.533770345500103,0.3488758732741831,0.4448378128021684,0.8983152369804229,0.2065325967535968,0.2540599679903496
0.2217187893921777,0.6426814947648829,0.09210342378133096,0.12974268106321907,0.821653772224835,0.6734263442894184,0.0020584318203008545,0.05331923687062645
0.7548047169817667,0.5443302702694991,0.8721455059641594,0.6075685093557803,0.20375829368053378,0.4406193279263284,0.8981144656518691,0.3685290271267525
0.9622345072984047,0.9674521969959187,0.87468983085711,0.37737763921204204,0.527482491268968,0.6940787998914678,0.4142823669681268,0.6482883710769045
0.10136896368907522,0.3856257590935188,0.9011296981506459,0.9409906555542825,0.2763139871578002,0.8127131081305611,0.7803181628632145,0.18626622106622448
0.24662229036211836,0.9787785087515162,0.8045862129737377,0.23231698023613367,0.2968938977970669,0.8398392032264935,0.7666523012613113,0.35183483263364335
0.9238119742608856,0.07598654613851064,0.7049677213806069,0.978894855796339,0.7850068092464579,0.31697489507819077,0.43758362542808127,0.6595579321892231
0.6091708380257314,0.4757679064472854,0.01153973619039983,0.045358306917050006,0.3972997410355351,0.3573052911953978,0.7789075270673326,0.5250787037031356
0.9256977358384489,0.9373719103462014,0.1157250946987326,0.3176842261862354,0.8304855847482746,0.45635262367383755,0.14325522316675088,0.3980123812015842
0.257577422713259,0.730847651644598,0.6603918714921609,0.5696420364470257,0.5431406933417299,0.5013382815540469,0.8314060321716509,0.8158725472045562
0.7476708952340835,0.4751700885348855,0.05854474765429252,0.9035470328622733,0.6484163960667663,0.7398053732642319,0.04696112713077172,0.22984180879196836
0.5699417367748308,0.33199124968350713,0.3174859296472228,0.01777652766309601,0.43968417355306955,0.4372117840736409,0.5918193901599773,0.4704590456295611
0.30022833761798207,0.7597967677087232,0.3768116334501018,0.6483693396528417,0.094030188020637,0.023223776776704397,0.27826147065548457,0.4043660460432865
0.9969945413359336,0.13023598554759097,0.013379346178937324,0.23220607883230304,0.8547711570926982,0.2291086993075777,0.10631351624240537,0.045506136798680874
0.09189186980009878,0.9038668034511841,0.13792017709892046,0.7374917103410489,0.1208103110489368,0.5620528490958765,0.9679712542261731,0.09264942102114737
0.7401406838152518,0.3796429267269702,0.5335863478425232,0.8586279087801295,0.08097636068729097,0.563218936882916,0.8888753985923724,0.21151510400203422
0.18434804865286414,0.5537997265614132,0.6600625233368947,0.9082731241506672,0.9515553164419345,0.7732326030241293,0.2343802824625989,0.414429386622572
0.2011898664618198,0.6499181180974598,0.6560907974696027,0.00746757023871214,0.7064460353199867,0.4562718001704119,0.6431014588136993,0.6182434808158069
0.2226951524562728,0.38318758764836414,0.5652385737418204,0.2438837964323447,0.293713782789232,0.25091763252199295,0.7880814408354414,0.809210159579713
0.200092033856634,0.7219603167168739,0.725556576588205,0.595197265195314,0.14763766097201192,0.45665000836983916,0.45721919307674974,0.41144467723928546
0.77504617885026,0.16663809047074107,0.7528696496386053,0.26069551318686635,0.39071375693907817,0.3048895934322946,0.2171584956638991,0.6584874468501857
0.2531968129149549,0.7313478419694542,0.2500136704239695,0.9326751212296767,0.4477785368083391,0.8959732853313375,0.7534169427982722,0.37775543242057663
0.3084587096776338,0.9302034603766776,0.22642029279511777,0.2561487079215976,0.7921942833240255,0.15733339761550902,0.4453717614396887,0.6802397472329867
0.103699405776421,0.1473765214604078,0.07071611374163167,0.2601538754543471,0.5707428678700277,0.5833702684139329,0.9171795083845105,0.31194977465418083
0.17286423747590596,0.5212761985663129,0.6270168594317662,0.9772622706918447,0.5330579584031142,0.017900232810688865,0.6112308303727194,0.7458990821921802
0.13292465640044882,0.689925103352313,0.45752609718514503,0.6306213160744477,0.45417386140916527,0.677001621768176,0.9876352811750705,0.9036561253387381
0.5911065848161529,0.5800767960622757,0.31207862119198637,0.021538156604537395,0.6729976249184811,0.059129534673923234,0.259342246447688,0.400161660526131
0.45222876270950385,0.3345890691632408,0.68647683603802,0.6042239988348184,0.9761974844133378,0.5634553232814917,0.6732432110353288,0.44911944559231554
0.23446863067675783,0.5943007312522827,0.8908872027890159,0.9271812423848613,0.6347795281906784,0.8060968166780049,0.9549380109740807,0.7079898234938967
0.3105422087583537,0.1412633722428266,0.23264550246738858,0.5578709992443747,0.7055488410318616,0.07986791184707343,0.7948257992008877,0.0733808140013179
0.6885612241234998,0.8317341274926745,0.06746039506650392,0.7990537481037684,0.4899451737284054,0.6334797113505789,0.8000191143508434,0.6921757391165819
0.3086508577158036,0.6205333064373703,0.417438893631523,0.23108370560933666,0.027262572415571174,0.26648166861113975,0.6973901182532354,0.7409956973877888
0.8785800974122361,0.9158628213040788,0.9985756434902795,0.6635586301533736,0.7998558960394312,0.93560163992776,0.6798618164016038,0.2832181097873081
0.15193483478669179,0.9289698968158917,0.8987116837346447,0.6591592388082571,0.0588393263907141,0.19714768499679225,0.14925723271171454,0.13815083635402503
0.7396219678130496,0.48367076386372865,0.5200254346022799,0.7029946694818195,0.5865594624725274,0.34384496434642353,0.7356917886756785,0.08056754155747137
0.603366139612053,0.7469438186294861,0.007137199983246134,0.9804809878338772,0.6326300184016828,0.8174554604500431,0.8840171054144064,0.6070025480264133
0.5589319671345415,0.8252407384337219,0.6491305106010097,0.057283141284466654,0.9399254808944167,0.3077864153266314,0.8090377203201714,0.17115064082319142
0.3642320454912913,0.5983871710885134,0.04258946599130964,0.45107997197223304,0.31933561761470186,0.5539089705837231,0.19851149805783386,0.007002863554514516
0.8642689067019281,0.293340786272852,0.6594597531306101,0.7925926731727477,0.3712885251392486,0.8985802300868765,0.8613771340987195,0.5406936936679398
0.3700889550128422,0.24272981513853176,0.030871271581416004,0.533171051775995,0.3445673599766971,0.4740326548601991,0.3091668050578166,0.3405481020654352
0.2679870139231296,0.6010842483548742,0.8027336739438393,0.725834040258235,0.3771170738347682,0.5311558546122781,0.9487540385119347,0.056650114392077344
0.8939288574003981,0.5012079256881733,0.2268587667947929,0.680984898748828,0.9211375551544998,0.5162549519485489,0.13509638086568287,0.04758715606383379
0.7632250714973736,0.3792898665765758,0.17933288353382526,0.49874547929979274,0.2320521519515445,0.6702170472880774,0.1746804449069176,0.45935674312484076
0.6588032925420017,0.6964244387523013,0.7937716527772201,0.15731714410833797,0.3378720138312924,0.06206741022704798,0.5316997213324808,0.5381660255799129
0.563849978902334,0.42774715502959226,0.4296734807174051,0.04756354940851093,0.6199386849172969,0.10165733454020032,0.8871878226308695,0.9951262179238763
0.7091190159632085,0.9770502981014351,0.9991320634516232,0.40512794517523276,0.7535644883625204,0.9662003967871636,0.662866611186708,0.4083858825149643
0.44036244022712967,0.5749460601845737,0.12118477452629695,0.5173725070100326,0.30935671135753384,0.2547272944506872,0.9840786328060112,0.7474835480086099
0.21107439019769214,0.8847996179891953,0.631514568954519,0.6100128597350927,0.22965470538885058,0.7922548244844042,0.7547147960832542,0.9512231731847198
0.8920920848463781,0.06945912078262884,0.9746559560399249,0.0437479084222272,0.7568291272888207,0.8841736451675181,0.5010825396369973,0.37778531390058634
0.13287035350669874,0.14716181435765652,0.8197416661662962,0.5420152151645842,0.3868449300218646,0.20235676914490275,0.03523658789942541,0.056775234395929686
0.0741047008275334,0.7915434475222498,0.011483863243683667,0.48205514608951683,0.9892485635649076,0.21126962921614312,0.2825208942200328,0.9702846613748988
0.9101553698419612,0.588498009384421,0.4529295666067573,0.9385697599066639,0.01625612689053324,0.9905223272135683,0.15092697544938594,0.9120444665813084
0.2774756696786814,0.10324972660423315,0.6838216234853713,0.010190643943850053,0.5436010824323976,0.04869278063724225,0.2736878435160608,0.33996557915750114
0.8827369137546791,0.9052494888339853,0.5705650314410848,0.2507709754919144,0.8210323703014676,0.11915426642636406,0.837885859470422,0.7073645602956689
0.47357214059773545,0.12307913552696992,0.7641581308423132,0.5352248608973394,0.9850965119343733,0.8435562702788838,0.5575956125061294,0.7733372599474763
0.37831033351005217,0.8048189418675237,0.3506600438790082,0.45235623639144973,0.8608914405981132,0.9715483745503005,0.010796971547971768,0.5807509496892531
0.014190032872782976,0.9792575163669589,0.3700610713935937,0.21968446540922903,0.049586708978315075,0.18047027547910266,0.6468471362681705,0.06933923246850571
0.3969257278580457,0.9408373639994737,0.18189168304110026,0.27161933487788026,0.5694080816060269,0.9886668231426057,0.4760636203603348,0.07238851066777763
0.6646501084255909,0.7548524500900502,0.14418246456364547,0.8554454022472191,0.5445702844008699,0.4827432651371606,0.26783572982574455,0.3052743295068826
0.340782087073232,0.004171516765574257,0.3805051328727974,0.6553053134794852,0.16854790802823194,0.8621104036277588,0.36621945534793643,0.5090899453896567
0.6806480080015033,0.6976389860275355,0.08832709261644578,0.2701397238567942,0.7219658808724829,0.7536103496675314,0.43381186669565086,0.28895713554421887
0.42770088696381536,0.39069997546389823,0.5110686914459568,0.1650445838114143,0.3556793926623196,0.4675326102763765,0.8724293943880475,0.8507677690981847
